Hugo_Symbol	refseq.ID	protein.ID	aa.length
RGS20	NM_170587	NP_733466	388
RGS21	NM_001039152	NP_001034241	152
RGS22	NM_015668	NP_056483	1264
RGS3	NM_144488	NP_652759	1198
RGS4	NM_001102445	NP_001095915	302
RGS5	NM_001254749	NP_001241678	185
RGS6	NM_001204416	NP_001191345	490
RGS7	NM_002924	NP_002915	487
RGS8	NM_033345	NP_203131	198
RGS9	NM_003835	NP_003826	674
RGSL1	NM_001137669	NP_001131141	1076
RHAG	NM_000324	NP_000315	409
RHBDD1	NM_032276	NP_115652	315
RHBDD2	NM_001040456	NP_001035546	364
RHBDF1	NM_022450	NP_071895	855
RHBDF2	NM_024599	NP_078875	856
RHBDL1	NM_003961	NP_003952	438
RHBDL2	NM_017821	NP_060291	303
RHBDL3	NM_138328	NP_612201	404
RHBG	NM_020407	NP_065140	458
RHCE	NM_020485	NP_065231	417
RHCG	NM_016321	NP_057405	479
RHD	NM_016124	NP_057208	417
RHEB	NM_005614	NP_005605	184
RHEBL1	NM_144593	NP_653194	183
RHO	NM_000539	NP_000530	348
RHOA	NM_001664	NP_001655	193
RHOB	NM_004040	NP_004031	196
RHOBTB1	NM_014836	NP_055651	696
RHOBTB2	NM_001160036	NP_001153508	749
RHOBTB3	NM_014899	NP_055714	611
RHOC	NM_001042678	NP_001036143	193
RHOD	NM_014578	NP_055393	210
RHOF	NM_019034	NP_061907	211
RHOG	NM_001665	NP_001656	191
RHOH	NM_004310	NP_004301	191
RHOJ	NM_020663	NP_065714	214
RHOQ	NM_012249	NP_036381	205
RHOT1	NM_001033568	NP_001028740	691
RHOT2	NM_138769	NP_620124	618
RHOU	NM_021205	NP_067028	258
RHOV	NM_133639	NP_598378	236
RHOXF1	NM_139282	NP_644811	184
RHOXF2	NM_032498	NP_115887	288
RHOXF2B	NM_001099685	NP_001093155	288
RHPN1	NM_052924	NP_443156	670
RHPN2	NM_033103	NP_149094	686
RIBC1	NM_001031745	NP_001026915	379
RIBC2	NM_015653	NP_056468	377
RIC8A	NM_021932	NP_068751	537
RIC8B	NM_018157	NP_060627	520
RICTOR	NM_152756	NP_689969	1708
RIF1	NM_018151	NP_060621	2472
RIIAD1	NM_001144956	NP_001138428	92
RILP	NM_031430	NP_113618	401
RILPL1	NM_178314	NP_847884	403
RILPL2	NM_145058	NP_659495	211
RIMBP2	NM_015347	NP_056162	1052
RIMBP3	NM_015672	NP_056487	1639
RIMBP3B	NM_001128635	NP_001122107	1639
RIMBP3C	NM_001128633	NP_001122105	1639
RIMKLA	NM_173642	NP_775913	391
RIMKLB	NM_020734	NP_065785	386
RIMS1	NM_014989	NP_055804	1692
RIMS2	NM_001100117	NP_001093587	1349
RIMS3	NM_014747	NP_055562	308
RIMS4	NM_001205317	NP_001192246	270
RIN1	NM_004292	NP_004283	783
RIN2	NM_001242581	NP_001229510	944
RIN3	NM_024832	NP_079108	985
RING1	NM_002931	NP_002922	406
RINL	NM_001195833	NP_001182762	566
RINT1	NM_021930	NP_068749	792
RIOK1	NM_031480	NP_113668	568
RIOK2	NM_018343	NP_060813	552
RIOK3	NM_003831	NP_003822	519
RIPK1	NM_003804	NP_003795	671
RIPK2	NM_003821	NP_003812	540
RIPK3	NM_006871	NP_006862	518
RIPK4	NM_020639	NP_065690	784
RIT1	NM_001256821	NP_001243750	236
RIT2	NM_002930	NP_002921	217
RLBP1	NM_000326	NP_000317	317
RLF	NM_012421	NP_036553	1914
RLIM	NM_016120	NP_057204	624
RLN1	NM_006911	NP_008842	185
RLN2	NM_134441	NP_604390	185
RLN3	NM_080864	NP_543140	142
RLTPR	NM_001013838	NP_001013860	1435
RMI1	NM_024945	NP_079221	625
RMND1	NM_017909	NP_060379	449
RMND5A	NM_022780	NP_073617	391
RMND5B	NM_022762	NP_073599	393
RNASE1	NM_002933	NP_002924	156
RNASE10	NM_001012975	NP_001012993	216
RNASE11	NM_145250	NP_660293	199
RNASE12	NM_001024822	NP_001019993	147
RNASE13	NM_001012264	NP_001012264	156
RNASE2	NM_002934	NP_002925	161
RNASE3	NM_002935	NP_002926	160
RNASE4	NM_194431	NP_919412	147
RNASE6	NM_005615	NP_005606	150
RNASE7	NM_032572	NP_115961	156
RNASE8	NM_138331	NP_612204	154
RNASE9	NM_001110358	NP_001103828	210
RNASEH1	NM_002936	NP_002927	286
RNASEH2A	NM_006397	NP_006388	299
RNASEH2B	NM_024570	NP_078846	312
RNASEH2C	NM_032193	NP_115569	164
RNASEL	NM_021133	NP_066956	741
RNASET2	NM_003730	NP_003721	256
RND1	NM_014470	NP_055285	232
RND2	NM_005440	NP_005431	227
RND3	NM_001254738	NP_001241667	244
RNF10	NM_014868	NP_055683	811
RNF103	NM_005667	NP_005658	685
RNF103-CHMP3	NM_001198954	NP_001185883	251
RNF11	NM_014372	NP_055187	154
RNF111	NM_001270528	NP_001257457	995
RNF112	NM_007148	NP_009079	631
RNF113A	NM_006978	NP_008909	343
RNF113B	NM_178861	NP_849192	322
RNF114	NM_018683	NP_061153	228
RNF115	NM_014455	NP_055270	304
RNF121	NM_018320	NP_060790	327
RNF122	NM_024787	NP_079063	155
RNF123	NM_022064	NP_071347	1314
RNF125	NM_017831	NP_060301	232
RNF126	NM_194460	NP_919442	311
RNF128	NM_194463	NP_919445	428
RNF13	NM_183381	NP_899237	381
RNF130	NM_018434	NP_060904	419
RNF133	NM_139175	NP_631914	376
RNF135	NM_032322	NP_115698	432
RNF138	NM_016271	NP_057355	245
RNF139	NM_007218	NP_009149	664
RNF14	NM_183399	NP_899646	474
RNF141	NM_016422	NP_057506	230
RNF144A	NM_014746	NP_055561	292
RNF144B	NM_182757	NP_877434	303
RNF145	NM_001199380	NP_001186309	693
RNF146	NM_001242849	NP_001229778	359
RNF148	NM_198085	NP_932351	305
RNF149	NM_173647	NP_775918	400
RNF150	NM_020724	NP_065775	438
RNF151	NM_174903	NP_777563	245
RNF152	NM_173557	NP_775828	203
RNF157	NM_052916	NP_443148	679
RNF165	NM_152470	NP_689683	346
RNF166	NM_178841	NP_849163	237
RNF167	NM_015528	NP_056343	350
RNF168	NM_152617	NP_689830	571
RNF169	NM_001098638	NP_001092108	708
RNF17	NM_031277	NP_112567	1623
RNF170	NM_001160223	NP_001153695	258
RNF175	NM_173662	NP_775933	328
RNF180	NM_001113561	NP_001107033	592
RNF181	NM_016494	NP_057578	153
RNF182	NM_152737	NP_689950	247
RNF183	NM_145051	NP_659488	192
RNF185	NM_152267	NP_689480	192
RNF186	NM_019062	NP_061935	227
RNF187	NM_001010858	NP_001010858	235
RNF19A	NM_015435	NP_056250	838
RNF19B	NM_153341	NP_699172	732
RNF2	NM_007212	NP_009143	336
RNF20	NM_019592	NP_062538	975
RNF207	NM_207396	NP_997279	634
RNF213	NM_001256071	NP_001243000	5207
RNF214	NM_207343	NP_997226	703
RNF215	NM_001017981	NP_001017981	377
RNF217	NM_152553	NP_689766	275
RNF219	NM_024546	NP_078822	726
RNF220	NM_018150	NP_060620	566
RNF222	NM_001146684	NP_001140156	220
RNF223	NM_001205252	NP_001192181	249
RNF224	NM_001190228	NP_001177157	156
RNF24	NM_001134338	NP_001127810	169
RNF25	NM_022453	NP_071898	459
RNF26	NM_032015	NP_114404	433
RNF31	NM_017999	NP_060469	1072
RNF32	NM_001184996	NP_001171925	362
RNF34	NM_194271	NP_919247	373
RNF38	NM_022781	NP_073618	515
RNF39	NM_025236	NP_079512	420
RNF4	NM_001185009	NP_001171938	190
RNF40	NM_014771	NP_055586	1001
RNF41	NM_005785	NP_005776	317
RNF43	NM_017763	NP_060233	783
RNF44	NM_014901	NP_055716	432
RNF5	NM_006913	NP_008844	180
RNF6	NM_005977	NP_005968	685
RNF7	NM_014245	NP_055060	113
RNF8	NM_003958	NP_003949	485
RNFT1	NM_016125	NP_057209	435
RNFT2	NM_001109903	NP_001103373	444
RNGTT	NM_003800	NP_003791	597
RNH1	NM_203386	NP_976320	461
RNLS	NM_001031709	NP_001026879	342
RNMT	NM_003799	NP_003790	476
RNMTL1	NM_018146	NP_060616	420
RNPC3	NM_017619	NP_060089	517
RNPEP	NM_020216	NP_064601	650
RNPEPL1	NM_018226	NP_060696	725
RNPS1	NM_080594	NP_542161	305
ROBO1	NM_002941	NP_002932	1651
ROBO2	NM_001128929	NP_001122401	1394
ROBO3	NM_022370	NP_071765	1386
ROBO4	NM_019055	NP_061928	1007
ROCK1	NM_005406	NP_005397	1354
ROCK2	NM_004850	NP_004841	1388
ROGDI	NM_024589	NP_078865	287
ROM1	NM_000327	NP_000318	351
ROMO1	NM_080748	NP_542786	79
ROPN1	NM_017578	NP_060048	212
ROPN1B	NM_001012337	NP_001012337	212
ROPN1L	NM_031916	NP_114122	230
ROR1	NM_005012	NP_005003	937
ROR2	NM_004560	NP_004551	943
RORA	NM_134260	NP_599022	556
RORB	NM_006914	NP_008845	459
RORC	NM_005060	NP_005051	518
ROS1	NM_002944	NP_002935	2347
RP1	NM_006269	NP_006260	2156
RP1L1	NM_178857	NP_849188	2400
RP2	NM_006915	NP_008846	350
RPA1	NM_002945	NP_002936	616
RPA2	NM_002946	NP_002937	270
RPA3	NM_002947	NP_002938	121
RPA4	NM_013347	NP_037479	261
RPAP1	NM_015540	NP_056355	1393
RPAP2	NM_024813	NP_079089	612
RPAP3	NM_024604	NP_078880	665
RPE	NM_199229	NP_954699	228
RPE65	NM_000329	NP_000320	533
RPF1	NM_025065	NP_079341	349
RPF2	NM_032194	NP_115570	306
RPGR	NM_001034853	NP_001030025	1152
RPGRIP1	NM_020366	NP_065099	1286
RPGRIP1L	NM_015272	NP_056087	1315
RPH3A	NM_001143854	NP_001137326	694
RPH3AL	NM_006987	NP_008918	315
RPIA	NM_144563	NP_653164	311
RPL10	NM_001256577	NP_001243506	216
RPL10A	NM_007104	NP_009035	217
RPL10L	NM_080746	NP_542784	214
RPL11	NM_000975	NP_000966	178
RPL12	NM_000976	NP_000967	165
RPL13	NM_000977	NP_000968	211
RPL13A	NM_012423	NP_036555	203
RPL14	NM_003973	NP_003964	215
RPL15	NM_002948	NP_002939	204
RPL17	NM_000985	NP_000976	184
RPL17-C18ORF32	NM_001199355	NP_001186284	228
RPL18	NM_000979	NP_000970	188
RPL18A	NM_000980	NP_000971	176
RPL19	NM_000981	NP_000972	196
RPL21	NM_000982	NP_000973	160
RPL22	NM_000983	NP_000974	128
RPL22L1	NM_001099645	NP_001093115	122
RPL23	NM_000978	NP_000969	140
RPL23A	NM_000984	NP_000975	156
RPL24	NM_000986	NP_000977	157
RPL26	NM_000987	NP_000978	145
RPL26L1	NM_016093	NP_057177	145
RPL27	NM_000988	NP_000979	136
RPL27A	NM_000990	NP_000981	148
RPL28	NM_001136135	NP_001129607	169
RPL29	NM_000992	NP_000983	159
RPL3	NM_000967	NP_000958	403
RPL30	NM_000989	NP_000980	115
RPL31	NM_001098577	NP_001092047	128
RPL32	NM_001007073	NP_001007074	135
RPL34	NM_000995	NP_000986	117
RPL35	NM_007209	NP_009140	123
RPL35A	NM_000996	NP_000987	110
RPL36	NM_033643	NP_378669	105
RPL36A	NM_021029	NP_066357	142
RPL36A-HNRNPH2	NM_001199973	NP_001186902	154
RPL36AL	NM_001001	NP_000992	106
RPL37	NM_000997	NP_000988	97
RPL37A	NM_000998	NP_000989	92
RPL38	NM_000999	NP_000990	70
RPL39	NM_001000	NP_000991	51
RPL39L	NM_052969	NP_443201	51
RPL3L	NM_005061	NP_005052	407
RPL4	NM_000968	NP_000959	427
RPL5	NM_000969	NP_000960	297
RPL6	NM_000970	NP_000961	288
RPL7	NM_000971	NP_000962	248
RPL7A	NM_000972	NP_000963	266
RPL7L1	NM_198486	NP_940888	246
RPL8	NM_033301	NP_150644	257
RPL9	NM_001024921	NP_001020092	192
RPLP0	NM_053275	NP_444505	317
RPLP1	NM_001003	NP_000994	114
RPLP2	NM_001004	NP_000995	115
RPN1	NM_002950	NP_002941	607
RPN2	NM_002951	NP_002942	631
RPP14	NM_001098783	NP_001092253	124
RPP21	NM_001199120	NP_001186049	162
RPP25	NM_017793	NP_060263	199
RPP25L	NM_148178	NP_680544	163
RPP30	NM_001104546	NP_001098016	322
RPP38	NM_183005	NP_892117	283
RPP40	NM_006638	NP_006629	363
RPRD1A	NM_018170	NP_060640	312
RPRD1B	NM_021215	NP_067038	326
RPRD2	NM_015203	NP_056018	1461
RPS10	NM_001014	NP_001005	165
RPS10-NUDT3	NM_001202470	NP_001189399	291
RPS11	NM_001015	NP_001006	158
RPS12	NM_001016	NP_001007	132
RPS13	NM_001017	NP_001008	151
RPS14	NM_005617	NP_005608	151
RPS15	NM_001018	NP_001009	145
RPS15A	NM_001019	NP_001010	130
RPS16	NM_001020	NP_001011	146
RPS17	NM_001021	NP_001012	135
RPS17L	NM_001199057	NP_001185986	135
RPS18	NM_022551	NP_072045	152
RPS19	NM_001022	NP_001013	145
RPS2	NM_002952	NP_002943	293
RPS20	NM_001146227	NP_001139699	142
RPS21	NM_001024	NP_001015	83
RPS23	NM_001025	NP_001016	143
RPS24	NM_001142285	NP_001135757	289
RPS25	NM_001028	NP_001019	125
RPS26	NM_001029	NP_001020	115
RPS27	NM_001030	NP_001021	84
RPS27A	NM_001135592	NP_001129064	156
RPS27L	NM_015920	NP_057004	84
RPS28	NM_001031	NP_001022	69
RPS29	NM_001030001	NP_001025172	67
RPS3	NM_001260506	NP_001247435	259
RPS3A	NM_001006	NP_000997	264
RPS4X	NM_001007	NP_000998	263
RPS4Y1	NM_001008	NP_000999	263
RPS4Y2	NM_001039567	NP_001034656	263
RPS5	NM_001009	NP_001000	204
RPS6	NM_001010	NP_001001	249
RPS6KA1	NM_001006665	NP_001006666	744
RPS6KA2	NM_001006932	NP_001006933	741
RPS6KA3	NM_004586	NP_004577	740
RPS6KA4	NM_003942	NP_003933	772
RPS6KA5	NM_004755	NP_004746	802
RPS6KA6	NM_014496	NP_055311	745
RPS6KB1	NM_003161	NP_003152	525
RPS6KB2	NM_003952	NP_003943	482
RPS6KC1	NM_012424	NP_036556	1066
RPS6KL1	NM_031464	NP_113652	549
RPS7	NM_001011	NP_001002	194
RPS8	NM_001012	NP_001003	208
RPS9	NM_001013	NP_001004	194
RPSA	NM_001012321	NP_001012321	295
RPTN	NM_001122965	NP_001116437	784
RPTOR	NM_020761	NP_065812	1335
RPUSD1	NM_058192	NP_478072	312
RPUSD2	NM_152260	NP_689473	545
RPUSD3	NM_173659	NP_775930	351
RPUSD4	NM_032795	NP_116184	377
RQCD1	NM_005444	NP_005435	299
RRAD	NM_004165	NP_004156	308
RRAGA	NM_006570	NP_006561	313
RRAGB	NM_016656	NP_057740	374
RRAGC	NM_022157	NP_071440	399
RRAGD	NM_021244	NP_067067	400
RRAS	NM_006270	NP_006261	218
RRAS2	NM_012250	NP_036382	204
RRBP1	NM_001042576	NP_001036041	977
RREB1	NM_001003699	NP_001003699	1742
RRH	NM_006583	NP_006574	337
RRM1	NM_001033	NP_001024	792
RRM2	NM_001165931	NP_001159403	449
RRM2B	NM_001172477	NP_001165948	423
RRN3	NM_018427	NP_060897	651
RRNAD1	NM_015997	NP_057081	475
RRP1	NM_003683	NP_003674	461
RRP12	NM_015179	NP_055994	1297
RRP15	NM_016052	NP_057136	282
RRP1B	NM_015056	NP_055871	758
RRP36	NM_033112	NP_149103	259
RRP7A	NM_015703	NP_056518	280
RRP8	NM_015324	NP_056139	456
RRP9	NM_004704	NP_004695	475
RRS1	NM_015169	NP_055984	365
RS1	NM_000330	NP_000321	224
RSAD1	NM_018346	NP_060816	442
RSAD2	NM_080657	NP_542388	361
RSC1A1	NM_006511	NP_006502	617
RSF1	NM_016578	NP_057662	1441
RSG1	NM_030907	NP_112169	258
RSL1D1	NM_015659	NP_056474	490
RSL24D1	NM_016304	NP_057388	163
RSPH1	NM_080860	NP_543136	309
RSPH10B	NM_173565	NP_775836	870
RSPH10B2	NM_001099697	NP_001093167	870
RSPH3	NM_031924	NP_114130	560
RSPH4A	NM_001010892	NP_001010892	716
RSPH6A	NM_030785	NP_110412	717
RSPH9	NM_152732	NP_689945	276
RSPO1	NM_001038633	NP_001033722	263
RSPO2	NM_178565	NP_848660	243
RSPO3	NM_032784	NP_116173	272
RSPO4	NM_001029871	NP_001025042	234
RSPRY1	NM_133368	NP_588609	576
RSU1	NM_012425	NP_036557	277
RTBDN	NM_031429	NP_113617	261
RTCA	NM_001130841	NP_001124313	379
RTDR1	NM_014433	NP_055248	348
RTEL1	NM_032957	NP_116575	1243
RTF1	NM_015138	NP_055953	710
RTFDC1	NM_016407	NP_057491	306
RTKN	NM_001015055	NP_001015055	563
RTKN2	NM_145307	NP_660350	609
RTL1	NM_001134888	NP_001128360	1358
RTN1	NM_021136	NP_066959	776
RTN2	NM_005619	NP_005610	545
RTN3	NM_001265589	NP_001252518	1032
RTN4	NM_020532	NP_065393	1192
RTN4IP1	NM_032730	NP_116119	396
RTN4R	NM_023004	NP_075380	473
RTN4RL1	NM_178568	NP_848663	441
RTN4RL2	NM_178570	NP_848665	420
RTP1	NM_153708	NP_714919	263
RTP2	NM_001004312	NP_001004312	225
RTP3	NM_031440	NP_113628	232
RTP4	NM_022147	NP_071430	246
RUFY1	NM_025158	NP_079434	708
RUFY2	NM_017987	NP_060457	641
RUFY3	NM_001037442	NP_001032519	620
RUFY4	NM_198483	NP_940885	571
RUNDC1	NM_173079	NP_775102	613
RUNDC3A	NM_001144825	NP_001138297	446
RUNDC3B	NM_138290	NP_612147	473
RUNX1	NM_001754	NP_001745	480
RUNX1T1	NM_001198679	NP_001185608	663
RUNX2	NM_001024630	NP_001019801	521
RUNX3	NM_001031680	NP_001026850	429
RUSC1	NM_001105203	NP_001098673	902
RUSC2	NM_014806	NP_055621	1516
RUVBL1	NM_003707	NP_003698	456
RUVBL2	NM_006666	NP_006657	463
RWDD1	NM_015952	NP_057036	243
RWDD2A	NM_033411	NP_219479	292
RWDD2B	NM_016940	NP_058636	319
RWDD3	NM_015485	NP_056300	267
RWDD4	NM_152682	NP_689895	188
RXFP1	NM_001253727	NP_001240656	784
RXFP2	NM_130806	NP_570718	754
RXFP3	NM_016568	NP_057652	469
RXFP4	NM_181885	NP_871001	374
RXRA	NM_002957	NP_002948	462
RXRB	NM_001270401	NP_001257330	537
RXRG	NM_006917	NP_008848	463
RYBP	NM_012234	NP_036366	228
RYK	NM_001005861	NP_001005861	610
RYR1	NM_000540	NP_000531	5038
RYR2	NM_001035	NP_001026	4967
RYR3	NM_001036	NP_001027	4870
S100A1	NM_006271	NP_006262	94
S100A10	NM_002966	NP_002957	97
S100A11	NM_005620	NP_005611	105
S100A12	NM_005621	NP_005612	92
S100A13	NM_005979	NP_005970	98
S100A14	NM_020672	NP_065723	104
S100A16	NM_080388	NP_525127	103
S100A2	NM_005978	NP_005969	97
S100A3	NM_002960	NP_002951	101
S100A4	NM_019554	NP_062427	101
S100A5	NM_002962	NP_002953	92
S100A6	NM_014624	NP_055439	90
S100A7	NM_002963	NP_002954	101
S100A7A	NM_176823	NP_789793	101
S100A7L2	NM_001045479	NP_001038944	112
S100A8	NM_002964	NP_002955	93
S100A9	NM_002965	NP_002956	114
S100B	NM_006272	NP_006263	92
S100G	NM_004057	NP_004048	79
S100P	NM_005980	NP_005971	95
S100Z	NM_130772	NP_570128	99
S1PR1	NM_001400	NP_001391	382
S1PR2	NM_004230	NP_004221	353
S1PR3	NM_005226	NP_005217	378
S1PR4	NM_003775	NP_003766	384
S1PR5	NM_030760	NP_110387	398
SAA1	NM_199161	NP_954630	122
SAA2	NM_030754	NP_110381	122
SAA2-SAA4	NM_001199744	NP_001186673	208
SAA4	NM_006512	NP_006503	130
SAC3D1	NM_013299	NP_037431	358
SACM1L	NM_014016	NP_054735	587
SACS	NM_014363	NP_055178	4579
SAE1	NM_005500	NP_005491	346
SAFB	NM_001201338	NP_001188267	917
SAFB2	NM_014649	NP_055464	953
SAG	NM_000541	NP_000532	405
SALL1	NM_002968	NP_002959	1324
SALL2	NM_005407	NP_005398	1007
SALL3	NM_171999	NP_741996	1300
SALL4	NM_020436	NP_065169	1053
SAMD1	NM_138352	NP_612361	538
SAMD10	NM_080621	NP_542188	202
SAMD11	NM_152486	NP_689699	681
SAMD12	NM_207506	NP_997389	201
SAMD13	NM_001010971	NP_001010971	116
SAMD14	NM_174920	NP_777580	445
SAMD15	NM_001010860	NP_001010860	674
SAMD3	NM_001258275	NP_001245204	520
SAMD4A	NM_015589	NP_056404	718
SAMD4B	NM_018028	NP_060498	694
SAMD5	NM_001030060	NP_001025231	173
SAMD7	NM_182610	NP_872416	446
SAMD8	NM_001174156	NP_001167627	415
SAMD9	NM_017654	NP_060124	1589
SAMD9L	NM_152703	NP_689916	1584
SAMHD1	NM_015474	NP_056289	626
SAMM50	NM_015380	NP_056195	469
SAMSN1	NM_001256370	NP_001243299	441
SAP18	NM_005870	NP_005861	172
SAP30	NM_003864	NP_003855	220
SAP30BP	NM_013260	NP_037392	308
SAP30L	NM_024632	NP_078908	183
SAPCD1	NM_001039651	NP_001034740	178
SAPCD2	NM_178448	NP_848543	394
SAR1A	NM_020150	NP_064535	198
SAR1B	NM_001033503	NP_001028675	198
SARDH	NM_007101	NP_009032	918
SARM1	NM_015077	NP_055892	724
SARNP	NM_033082	NP_149073	210
SARS	NM_006513	NP_006504	514
SARS2	NM_001145901	NP_001139373	520
SART1	NM_005146	NP_005137	800
SART3	NM_014706	NP_055521	963
SASH1	NM_015278	NP_056093	1247
SASH3	NM_018990	NP_061863	380
SASS6	NM_194292	NP_919268	657
SAT1	NM_002970	NP_002961	171
SAT2	NM_133491	NP_597998	170
SATB1	NM_001195470	NP_001182399	795
SATB2	NM_015265	NP_056080	733
SATL1	NM_001012980	NP_001012998	632
SAV1	NM_021818	NP_068590	383
SAYSD1	NM_018322	NP_060792	183
SBDS	NM_016038	NP_057122	250
SBF1	NM_002972	NP_002963	1893
SBF2	NM_030962	NP_112224	1849
SBK1	NM_001024401	NP_001019572	424
SBK2	NM_001101401	NP_001094871	348
SBNO1	NM_001167856	NP_001161328	1393
SBNO2	NM_014963	NP_055778	1366
SBSPON	NM_153225	NP_694957	264
SC5DL	NM_006918	NP_008849	299
SCAF11	NM_004719	NP_004710	1463
SCAF4	NM_020706	NP_065757	1147
SCAF8	NM_014892	NP_055707	1271
SCAI	NM_173690	NP_775961	629
SCAMP1	NM_004866	NP_004857	338
SCAMP2	NM_005697	NP_005688	329
SCAMP3	NM_005698	NP_005689	347
SCAMP4	NM_079834	NP_524558	229
SCAMP5	NM_001178111	NP_001171582	235
SCAND1	NM_033630	NP_361012	242
SCAND3	NM_052923	NP_443155	1325
SCAP	NM_012235	NP_036367	1279
SCAPER	NM_020843	NP_065894	1400
SCARA5	NM_173833	NP_776194	495
SCARB1	NM_005505	NP_005496	509
SCARB2	NM_005506	NP_005497	478
SCCPDH	NM_016002	NP_057086	429
SCD	NM_005063	NP_005054	359
SCD5	NM_001037582	NP_001032671	330
SCEL	NM_144777	NP_659001	688
SCFD1	NM_016106	NP_057190	642
SCFD2	NM_152540	NP_689753	684
SCG2	NM_003469	NP_003460	617
SCG5	NM_001144757	NP_001138229	212
SCGB1A1	NM_003357	NP_003348	91
SCGB1C1	NM_145651	NP_663626	95
SCGB1D1	NM_006552	NP_006543	90
SCGB1D2	NM_006551	NP_006542	90
SCGB1D4	NM_206998	NP_996881	83
SCGB2A1	NM_002407	NP_002398	95
SCGB2A2	NM_002411	NP_002402	93
SCGB2B2	NM_001025591	NP_001020762	96
SCGB3A2	NM_054023	NP_473364	93
SCGN	NM_006998	NP_008929	276
SCHIP1	NM_014575	NP_055390	487
SCIN	NM_001112706	NP_001106177	715
SCLT1	NM_144643	NP_653244	688
SCLY	NM_016510	NP_057594	453
SCMH1	NM_001031694	NP_001026864	660
SCML1	NM_001037540	NP_001032629	329
SCML2	NM_006089	NP_006080	700
SCML4	NM_198081	NP_932347	414
SCN10A	NM_006514	NP_006505	1956
SCN11A	NM_014139	NP_054858	1791
SCN1A	NM_001165963	NP_001159435	2009
SCN1B	NM_199037	NP_950238	268
SCN2A	NM_001040143	NP_001035233	2005
SCN2B	NM_004588	NP_004579	215
SCN3A	NM_006922	NP_008853	2000
SCN3B	NM_001040151	NP_001035241	215
SCN4A	NM_000334	NP_000325	1836
SCN4B	NM_174934	NP_777594	228
SCN5A	NM_198056	NP_932173	2016
SCN7A	NM_002976	NP_002967	1682
SCN8A	NM_014191	NP_055006	1980
SCN9A	NM_002977	NP_002968	1977
SCNN1A	NM_001159576	NP_001153048	728
SCNN1B	NM_000336	NP_000327	640
SCNN1D	NM_001130413	NP_001123885	802
SCNN1G	NM_001039	NP_001030	649
SCO1	NM_004589	NP_004580	301
SCO2	NM_005138	NP_005129	266
SCOC	NM_001153484	NP_001146956	159
SCP2	NM_002979	NP_002970	547
SCP2D1	NM_178483	NP_848578	156
SCPEP1	NM_021626	NP_067639	452
SCRIB	NM_182706	NP_874365	1655
SCRN1	NM_001145514	NP_001138986	434
SCRN2	NM_138355	NP_612364	425
SCRN3	NM_024583	NP_078859	424
SCRT1	NM_031309	NP_112599	348
SCRT2	NM_033129	NP_149120	307
SCT	NM_021920	NP_068739	121
SCTR	NM_002980	NP_002971	440
SCUBE1	NM_173050	NP_766638	988
SCUBE2	NM_020974	NP_066025	971
SCUBE3	NM_152753	NP_689966	993
SCXA	NM_001008271	NP_001008272	201
SCXB	NM_001080514	NP_001073983	201
SCYL1	NM_020680	NP_065731	808
SCYL2	NM_017988	NP_060458	929
SCYL3	NM_181093	NP_851607	742
SDAD1	NM_018115	NP_060585	687
SDC1	NM_001006946	NP_001006947	310
SDC2	NM_002998	NP_002989	201
SDC3	NM_014654	NP_055469	442
SDC4	NM_002999	NP_002990	198
SDCBP	NM_001007067	NP_001007068	298
SDCBP2	NM_080489	NP_536737	292
SDCCAG3	NM_001039707	NP_001034796	435
SDCCAG8	NM_006642	NP_006633	713
SDE2	NM_152608	NP_689821	451
SDF2	NM_006923	NP_008854	211
SDF2L1	NM_022044	NP_071327	221
SDF4	NM_016176	NP_057260	362
SDHA	NM_004168	NP_004159	664
SDHAF1	NM_001042631	NP_001036096	115
SDHAF2	NM_017841	NP_060311	166
SDHB	NM_003000	NP_002991	280
SDHC	NM_003001	NP_002992	169
SDHD	NM_003002	NP_002993	159
SDK1	NM_152744	NP_689957	2213
SDK2	NM_001144952	NP_001138424	2172
SDR16C5	NM_138969	NP_620419	309
SDR39U1	NM_020195	NP_064580	293
SDR42E1	NM_145168	NP_660151	393
SDR9C7	NM_148897	NP_683695	313
SDS	NM_006843	NP_006834	328
SDSL	NM_138432	NP_612441	329
SEBOX	NM_001080837	NP_001074306	216
SEC11A	NM_014300	NP_055115	179
SEC11C	NM_033280	NP_150596	192
SEC13	NM_183352	NP_899195	322
SEC14L1	NM_001039573	NP_001034662	719
SEC14L2	NM_012429	NP_036561	403
SEC14L3	NM_174975	NP_777635	400
SEC14L4	NM_174977	NP_777637	406
SEC14L5	NM_014692	NP_055507	696
SEC14L6	NM_001193336	NP_001180265	397
SEC16A	NM_014866	NP_055681	2357
SEC16B	NM_033127	NP_149118	1060
SEC22A	NM_012430	NP_036562	307
SEC22B	NM_004892	NP_004883	215
SEC22C	NM_032970	NP_116752	303
SEC23A	NM_006364	NP_006355	765
SEC23B	NM_032985	NP_116780	767
SEC23IP	NM_007190	NP_009121	1000
SEC24A	NM_021982	NP_068817	1093
SEC24B	NM_006323	NP_006314	1268
SEC24C	NM_004922	NP_004913	1094
SEC24D	NM_014822	NP_055637	1032
SEC31A	NM_001077207	NP_001070675	1220
SEC31B	NM_015490	NP_056305	1179
SEC61A1	NM_013336	NP_037468	476
SEC61A2	NM_018144	NP_060614	476
SEC61B	NM_006808	NP_006799	96
